0.0	0.0	0.0#17.3	10.9	6.9
0.0	0.0	0.0#17.3	10.9	6.9
0.0	0.0	0.0#28.8	10.9	6.9
0.0	0.0	0.0#57.6	10.9	6.9
0.0	0.0	0.0#57.6	10.9	6.9
0.0	0.0	0.0#57.6	10.9	6.9
0.0	0.0	0.0#57.6	10.9	6.9
0.0	0.0	0.0#71.1	9.0	6.9
0.0	0.0	0.0#71.1	9.0	6.9
0.0	0.0	0.0#80.7	10.9	6.9
0.0	0.0	0.0#80.7	10.9	6.9
0.0	0.0	0.0#88.4	10.9	6.9
0.0	0.0	0.0#88.4	10.9	6.9
0.0	0.0	0.0#88.4	10.9	6.9
0.0	0.0	0.0#94.2	10.9	6.9
0.0	0.0	0.0#94.2	10.9	6.9
0.0	0.0	0.0#94.2	9.0	6.9
0.0	0.0	0.0#94.2	9.0	6.9
0.0	0.0	0.0#94.2	9.0	6.9
0.0	0.0	0.0#94.2	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	10.9	6.9
0.0	0.0	0.0#96.1	10.9	6.9
0.0	0.0	0.0#96.1	10.9	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	9.0	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#98.0	10.9	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	9.0	6.9
0.0	0.0	0.0#96.1	10.9	6.9
0.0	0.0	0.0#96.1	10.9	6.9
0.0	0.0	0.0#92.3	10.9	6.9
0.0	0.0	0.0#92.3	10.9	6.9
0.0	0.0	0.0#92.3	10.9	6.9
0.0	0.0	0.0#80.7	9.0	6.9
0.0	0.0	0.0#80.7	9.0	6.9
0.0	0.0	0.0#80.7	9.0	6.9
0.0	0.0	0.0#80.7	9.0	6.9
0.0	0.0	0.0#40.3	9.0	6.9
0.0	0.0	0.0#40.3	9.0	6.9
0.0	0.0	0.0#13.4	10.9	6.9
0.0	0.0	0.0#13.4	10.9	6.9
0.0	0.0	0.0#13.4	10.9	6.9
0.0	0.0	0.0#9.6	9.0	6.9
0.0	0.0	0.0#7.6	9.0	6.9
0.0	0.0	0.0#7.6	9.0	6.9
0.0	0.0	0.0#7.6	9.0	6.9
0.0	0.0	0.0#7.6	9.0	6.9
0.0	0.0	0.0#7.6	10.9	6.9
0.0	0.0	0.0#7.6	10.9	6.9
0.0	0.0	0.0#7.6	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#5.7	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#5.7	10.9	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
56.1598	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
0.0	0.0	0.0#3.8	9.0	6.9
