19.521	33.8362	19.5414#17.3	10.9	6.9
19.7192	34.1802	19.753#17.3	10.9	6.9
20.0996	34.8402	20.1591#28.8	10.9	6.9
20.4243	35.4036	20.5058#57.6	10.9	6.9
20.8791	36.1928	20.9915#57.6	10.9	6.9
21.3536	37.0162	21.4981#57.6	10.9	6.9
21.8501	37.8777	22.0282#57.6	10.9	6.9
22.3702	38.7802	22.5836#71.1	9.0	6.9
22.8893	39.681	23.1379#71.1	9.0	6.9
23.2716	40.3443	23.546#80.7	10.9	6.9
23.5551	40.8363	23.8488#80.7	10.9	6.9
23.5919	40.9001	23.8881#88.4	10.9	6.9
23.5485	40.8249	23.8418#88.4	10.9	6.9
23.4249	40.6103	23.7098#88.4	10.9	6.9
23.2872	40.3713	23.5627#94.2	10.9	6.9
23.2715	40.3441	23.5459#94.2	10.9	6.9
23.3356	40.4553	23.6144#94.2	9.0	6.9
23.4627	40.676	23.7502#94.2	9.0	6.9
23.6535	41.0069	23.9538#94.2	9.0	6.9
23.7525	41.1788	24.0596#94.2	9.0	6.9
23.6761	41.0463	23.978#96.1	9.0	6.9
23.4428	40.6414	23.7289#96.1	9.0	6.9
23.0519	39.963	23.3114#96.1	9.0	6.9
22.5578	39.1058	22.784#96.1	9.0	6.9
22.0885	38.2914	22.2828#96.1	9.0	6.9
21.7274	37.6649	21.8973#96.1	10.9	6.9
21.4216	37.1342	21.5708#96.1	10.9	6.9
20.9985	36.4	21.119#96.1	10.9	6.9
20.5295	35.5863	20.6182#98.0	9.0	6.9
20.0974	34.8364	20.1568#98.0	9.0	6.9
19.7005	34.1478	19.7331#98.0	9.0	6.9
19.4123	33.6476	19.4253#98.0	9.0	6.9
19.1685	33.2246	19.165#98.0	9.0	6.9
18.8695	32.7058	18.8457#98.0	9.0	6.9
18.5804	32.2041	18.537#98.0	9.0	6.9
18.258	31.6447	18.1928#98.0	9.0	6.9
18.0228	31.2365	17.9416#98.0	9.0	6.9
17.7701	30.798	17.6718#98.0	9.0	6.9
17.6157	30.5302	17.507#98.0	9.0	6.9
17.5591	30.432	17.4465#98.0	9.0	6.9
17.4858	30.3047	17.3683#98.0	9.0	6.9
17.3955	30.1481	17.2719#98.0	9.0	6.9
17.1777	29.7701	17.0393#98.0	9.0	6.9
17.0868	29.6124	16.9422#98.0	9.0	6.9
17.0542	29.5559	16.9075#98.0	9.0	6.9
17.0798	29.6003	16.9348#98.0	9.0	6.9
17.0829	29.6057	16.9381#98.0	9.0	6.9
17.0454	29.5405	16.898#98.0	10.9	6.9
16.8487	29.1992	16.688#98.0	10.9	6.9
16.5371	28.6586	16.3553#98.0	10.9	6.9
16.1097	27.917	15.8989#98.0	10.9	6.9
15.6138	27.0565	15.3695#98.0	10.9	6.9
15.0113	26.0109	14.7261#98.0	10.9	6.9
14.3748	24.9065	14.0464#98.0	10.9	6.9
13.7022	23.7394	13.3283#98.0	10.9	6.9
13.0696	22.6418	12.6529#98.0	10.9	6.9
13.2802	22.3802	12.3367#98.0	10.9	6.9
13.6989	22.4403	12.2087#96.1	9.0	6.9
14.0849	22.4868	12.0831#96.1	9.0	6.9
14.4509	22.5273	11.9608#96.1	10.9	6.9
14.9089	22.8127	12.0103#96.1	10.9	6.9
15.2686	23.0049	12.0216#92.3	10.9	6.9
15.5312	23.1046	11.9949#92.3	10.9	6.9
15.8072	23.1907	11.9507#92.3	10.9	6.9
16.055	23.2233	11.8723#80.7	9.0	6.9
16.2186	23.1884	11.772#80.7	9.0	6.9
16.2986	23.086	11.6493#80.7	9.0	6.9
16.38	23.015	11.553#80.7	9.0	6.9
16.5545	23.0027	11.4674#40.3	9.0	6.9
16.8471	23.0952	11.4216#40.3	9.0	6.9
16.6959	22.9753	11.307#13.4	10.9	6.9
16.2985	22.7193	11.1349#13.4	10.9	6.9
15.9286	22.46	10.9542#13.4	10.9	6.9
15.4276	22.0603	10.6936#9.6	9.0	6.9
14.9906	21.7495	10.4763#7.6	9.0	6.9
14.569	21.6189	10.3855#7.6	9.0	6.9
14.1614	21.6682	10.421#7.6	9.0	6.9
13.8064	21.9272	10.6045#7.6	9.0	6.9
13.4177	22.2408	10.8456#7.6	10.9	6.9
13.0325	22.4194	11.0009#7.6	10.9	6.9
12.7351	22.7583	11.2641#7.6	10.9	6.9
12.5717	23.2563	11.6328#5.7	10.9	6.9
12.5151	23.7393	11.9877#5.7	10.9	6.9
12.5161	24.2464	12.3636#5.7	10.9	6.9
12.5776	24.7217	12.7284#5.7	10.9	6.9
12.656	25.1554	13.0593#5.7	9.0	6.9
12.7516	25.5489	13.3575#5.7	9.0	6.9
12.8032	25.7214	13.4971#5.7	9.0	6.9
12.8839	26.0024	13.7071#5.7	9.0	6.9
