0	7	-6	-19	-3	-1	2	0	3	22	60	-3	5	0	-1	1	17.300000	10.900000	6.900000
0	7	-6	-19	-3	-1	2	0	3	22	60	-3	5	0	-1	1	17.300000	10.900000	6.900000
0	7	-6	-19	-3	-1	2	0	-5	-20	-76	-28	-3	5	7	2	28.800000	10.900000	6.900000
0	7	-6	-19	-3	-1	2	0	-5	11	66	-5	-4	-4	-4	-2	57.600000	10.900000	6.900000
0	7	-6	-19	-3	-1	2	0	-3	1	-49	-21	-3	2	0	-3	57.600000	10.900000	6.900000
-1	0	-19	-4	-4	-1	1	0	-3	1	-49	-21	-3	2	0	-3	57.600000	10.900000	6.900000
-1	0	-19	-4	-4	-1	1	0	-3	1	-49	-21	-3	2	0	-3	57.600000	10.900000	6.900000
-1	0	-19	-4	-4	-1	1	0	-2	-11	-81	-10	-6	-7	-1	-2	71.100000	9.000000	6.900000
0	4	29	24	1	-2	-2	1	-2	-11	-81	-10	-6	-7	-1	-2	71.100000	9.000000	6.900000
0	4	29	24	1	-2	-2	1	-2	-12	-58	6	0	7	-3	-4	80.700000	10.900000	6.900000
0	4	29	24	1	-2	-2	1	-15	-25	-87	-35	-12	-15	-10	-10	80.700000	10.900000	6.900000
0	4	29	24	1	-2	-2	1	-6	-13	-4	1	-2	-2	-2	-1	88.400000	10.900000	6.900000
0	4	29	24	1	-2	-2	1	-6	-13	-4	1	-2	-2	-2	-1	88.400000	10.900000	6.900000
-3	1	11	3	-1	-2	-1	-1	-6	-13	-4	1	-2	-2	-2	-1	88.400000	10.900000	6.900000
-3	1	11	3	-1	-2	-1	-1	9	29	-16	9	2	-6	1	1	94.200000	10.900000	6.900000
-3	1	11	3	-1	-2	-1	-1	2	6	29	7	1	-6	-5	2	94.200000	10.900000	6.900000
-3	1	11	3	-1	-2	-1	-1	8	0	-50	21	9	5	4	3	94.200000	9.000000	6.900000
-3	1	11	3	-1	-2	-1	-1	8	0	-50	21	9	5	4	3	94.200000	9.000000	6.900000
0	9	68	22	0	-2	-5	-1	8	0	-50	21	9	5	4	3	94.200000	9.000000	6.900000
0	9	68	22	0	-2	-5	-1	-3	-17	-13	2	-2	-3	-3	-3	94.200000	9.000000	6.900000
0	9	68	22	0	-2	-5	-1	-6	-11	29	-5	-3	-1	-1	-4	96.100000	9.000000	6.900000
0	9	68	22	0	-2	-5	-1	-6	-11	29	-5	-3	-1	-1	-4	96.100000	9.000000	6.900000
0	9	68	22	0	-2	-5	-1	-2	-10	43	13	1	-1	-3	3	96.100000	9.000000	6.900000
-2	3	22	8	1	-1	-1	-1	-2	-10	43	13	1	-1	-3	3	96.100000	9.000000	6.900000
-2	3	22	8	1	-1	-1	-1	14	26	-22	16	7	12	9	7	96.100000	9.000000	6.900000
-2	3	22	8	1	-1	-1	-1	4	1	28	12	5	1	4	4	96.100000	10.900000	6.900000
